상호명,대표주소,네이버플레이스,네이버지도검색링크,네이버예약URL,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,배지,출처유형,근거URL,근거문구,최종업데이트
리틀꼬마김밥,경기도 화성시 봉담읍 상리2길 55 어반센터프라자 123호,"https://map.naver.com/p/entry/place/1189003603?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072319&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1189003603?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072319&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A6%AC%ED%8B%80%EA%BC%AC%EB%A7%88%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%99%94%EC%84%B1%EC%8B%9C%20%EB%B4%89%EB%8B%B4%EC%9D%8D%20%EC%83%81%EB%A6%AC2%EA%B8%B8%2055%20%EC%96%B4%EB%B0%98%EC%84%BC%ED%84%B0%ED%94%84%EB%9D%BC%EC%9E%90%20123%ED%98%B8,경기도,화성시,봉담읍,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
마라사부마라탕,부산광역시 강서구 명지국제8로 259 삼성빌딩104 마라사부 마라탕,"https://map.naver.com/p/entry/place/1291773573?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052120&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1291773573?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601052120&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A7%88%EB%9D%BC%EC%82%AC%EB%B6%80%EB%A7%88%EB%9D%BC%ED%83%95%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%EC%84%9C%EA%B5%AC%20%EB%AA%85%EC%A7%80%EA%B5%AD%EC%A0%9C8%EB%A1%9C%20259%20%EC%82%BC%EC%84%B1%EB%B9%8C%EB%94%A9104%20%EB%A7%88%EB%9D%BC%EC%82%AC%EB%B6%80%20%EB%A7%88%EB%9D%BC%ED%83%95,부산광역시,강서구,명지동,중식,중식,마라탕/샹궈,"중식,마라,마라탕/샹궈",오직미클럽,ozicme-base,,,2026-02-05
마이산숯불고기,전라북도 진안군 부귀면 부귀로 343 1층.,"https://map.naver.com/p/entry/place/1990295538?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072106&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1990295538?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072106&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A7%88%EC%9D%B4%EC%82%B0%EC%88%AF%EB%B6%88%EA%B3%A0%EA%B8%B0%20%EC%A0%84%EB%9D%BC%EB%B6%81%EB%8F%84%20%EC%A7%84%EC%95%88%EA%B5%B0%20%EB%B6%80%EA%B7%80%EB%A9%B4%20%EB%B6%80%EA%B7%80%EB%A1%9C%20343%201%EC%B8%B5.,전북특별자치도,진안군,부귀면,한식,고기/구이,고기구이,"한식,고기구이",오직미클럽,ozicme-base,,,2026-02-05
매봉골식당,경기도 동두천시 하봉암로 43,"https://map.naver.com/p/entry/place/1962496019?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072000&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1962496019?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072000&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A7%A4%EB%B4%89%EA%B3%A8%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EB%8F%99%EB%91%90%EC%B2%9C%EC%8B%9C%20%ED%95%98%EB%B4%89%EC%95%94%EB%A1%9C%2043,경기도,동두천시,하봉암로,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
맥적전주본점,전라북도 전주시 완산구 홍산북로 60-22 101호,"https://map.naver.com/p/entry/place/2014088539?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061627&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2014088539?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061627&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A7%A5%EC%A0%81%EC%A0%84%EC%A3%BC%EB%B3%B8%EC%A0%90%20%EC%A0%84%EB%9D%BC%EB%B6%81%EB%8F%84%20%EC%A0%84%EC%A3%BC%EC%8B%9C%20%EC%99%84%EC%82%B0%EA%B5%AC%20%ED%99%8D%EC%82%B0%EB%B6%81%EB%A1%9C%2060-22%20101%ED%98%B8,전북특별자치도,전주시 완산구,효자동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,포차,주류/안주",오직미클럽,ozicme-base,,,2026-02-05
맷돌분식,경상북도 경주시 구매3길 25 1층,"https://map.naver.com/p/entry/place/35727387?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072052&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/35727387?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072052&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A7%B7%EB%8F%8C%EB%B6%84%EC%8B%9D%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B2%BD%EC%A3%BC%EC%8B%9C%20%EA%B5%AC%EB%A7%A43%EA%B8%B8%2025%201%EC%B8%B5,경상북도,경주시,,분식,분식,분식,분식,오직미클럽,ozicme-base,,,2026-02-05
먹돼지포갈비,전라남도 광양시 구마4길 22 1층,"https://map.naver.com/p/entry/place/1092551898?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101641&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1092551898?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101641&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A8%B9%EB%8F%BC%EC%A7%80%ED%8F%AC%EA%B0%88%EB%B9%84%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EA%B4%91%EC%96%91%EC%8B%9C%20%EA%B5%AC%EB%A7%884%EA%B8%B8%2022%201%EC%B8%B5,전라남도,광양시,중동,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
메이포베트남쌀국수,부산광역시 해운대구 좌동순환로 496 부산광역시 해운대구 좌동순환로496 2층 베트남 식당 노랑집 메이포,"https://map.naver.com/p/entry/place/1347366463?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101659&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1347366463?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101659&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%A9%94%EC%9D%B4%ED%8F%AC%EB%B2%A0%ED%8A%B8%EB%82%A8%EC%8C%80%EA%B5%AD%EC%88%98%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%EC%A2%8C%EB%8F%99%EC%88%9C%ED%99%98%EB%A1%9C%20496%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%EC%A2%8C%EB%8F%99%EC%88%9C%ED%99%98%EB%A1%9C496%202%EC%B8%B5%20%EB%B2%A0%ED%8A%B8%EB%82%A8%20%EC%8B%9D%EB%8B%B9%20%EB%85%B8%EB%9E%91%EC%A7%91%20%EB%A9%94%EC%9D%B4%ED%8F%AC,부산광역시,해운대구,중동,아시안,아시안,쌀국수/베트남요리,"아시안,베트남,쌀국수/베트남요리",오직미클럽,ozicme-base,,,2026-02-05
명동식당,경기도 여주시 청심로 234-13,"https://map.naver.com/p/entry/place/1644438691?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061646&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1644438691?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061646&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AA%85%EB%8F%99%EC%8B%9D%EB%8B%B9%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%97%AC%EC%A3%BC%EC%8B%9C%20%EC%B2%AD%EC%8B%AC%EB%A1%9C%20234-13,경기도,여주시,상동,한식,정식/백반,백반/정식,"한식,백반/정식,백반",오직미클럽,ozicme-base,,,2026-02-05
명촌진어탕,울산광역시 북구 명촌13길 44,"https://map.naver.com/p/entry/place/1177607465?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072245&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1177607465?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072245&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AA%85%EC%B4%8C%EC%A7%84%EC%96%B4%ED%83%95%20%EC%9A%B8%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EB%AA%85%EC%B4%8C13%EA%B8%B8%2044,울산광역시,북구,,한식,국밥/탕,탕,"한식,탕",오직미클럽,ozicme-base,,,2026-02-05
명품설렁탕&북어국,서울특별시 서대문구 신촌로 157 1층,"https://map.naver.com/p/entry/place/1672693347?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072054&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1672693347?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072054&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AA%85%ED%92%88%EC%84%A4%EB%A0%81%ED%83%95%26%EB%B6%81%EC%96%B4%EA%B5%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%9C%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%8B%A0%EC%B4%8C%EB%A1%9C%20157%201%EC%B8%B5,서울특별시,서대문구,대현동,한식,국밥/탕,곰탕/설렁탕,"한식,탕/곰탕,곰탕/설렁탕,탕",오직미클럽,ozicme-base,,,2026-02-05
모모김밥,경기도 성남시 수정구 성남대로1480번길 7 106호,"https://map.naver.com/p/entry/place/1045998178?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101643&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1045998178?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101643&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AA%A8%EB%AA%A8%EA%B9%80%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%88%98%EC%A0%95%EA%B5%AC%20%EC%84%B1%EB%82%A8%EB%8C%80%EB%A1%9C1480%EB%B2%88%EA%B8%B8%207%20106%ED%98%B8,경기도,성남시 수정구,,분식,분식,김밥,"분식,김밥",오직미클럽,ozicme-base,,,2026-02-05
모아횟집,부산광역시 서구 암남동 235,"https://map.naver.com/p/entry/place/11863367?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061422&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/11863367?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061422&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AA%A8%EC%95%84%ED%9A%9F%EC%A7%91%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EC%95%94%EB%82%A8%EB%8F%99%20235,부산광역시,서구,암남동,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
무모한초밥,경기도 안산시 단원구 화랑로 150 단지내상가 2동 109호,"https://map.naver.com/p/entry/place/1195859572?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072222&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1195859572?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072222&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AC%B4%EB%AA%A8%ED%95%9C%EC%B4%88%EB%B0%A5%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EB%8B%A8%EC%9B%90%EA%B5%AC%20%ED%99%94%EB%9E%91%EB%A1%9C%20150%20%EB%8B%A8%EC%A7%80%EB%82%B4%EC%83%81%EA%B0%80%202%EB%8F%99%20109%ED%98%B8,경기도,안산시 단원구,원곡동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
무쇠쫄갈비,경기도 고양시 덕양구 화정동 975-2 비전프라자 2층,"https://map.naver.com/p/entry/place/1310172373?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061357&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1310172373?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061357&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AC%B4%EC%87%A0%EC%AB%84%EA%B0%88%EB%B9%84%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%ED%99%94%EC%A0%95%EB%8F%99%20975-2%20%EB%B9%84%EC%A0%84%ED%94%84%EB%9D%BC%EC%9E%90%202%EC%B8%B5,경기도,고양시 덕양구,화정동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
무한정횟집,부산광역시 기장군 일광면 문오성길 527,"https://map.naver.com/p/entry/place/32149229?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/32149229?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AC%B4%ED%95%9C%EC%A0%95%ED%9A%9F%EC%A7%91%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%B0%EC%9E%A5%EA%B5%B0%20%EC%9D%BC%EA%B4%91%EB%A9%B4%20%EB%AC%B8%EC%98%A4%EC%84%B1%EA%B8%B8%20527,부산광역시,기장군,일광면,해산물,해산물/회,회,"해산물,횟집,회",오직미클럽,ozicme-base,,,2026-02-05
미곡반상,"경기도 이천시 신둔면 수남리 216 3동, 미곡반상",https://map.naver.com/p/entry/place/1313693648,https://map.naver.com/p/entry/place/1313693648,https://map.naver.com/p/search/%EB%AF%B8%EA%B3%A1%EB%B0%98%EC%83%81%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%9D%B4%EC%B2%9C%EC%8B%9C%20%EC%8B%A0%EB%91%94%EB%A9%B4%20%EC%88%98%EB%82%A8%EB%A6%AC%20216%203%EB%8F%99%2C%20%EB%AF%B8%EA%B3%A1%EB%B0%98%EC%83%81,경기도,이천시,신둔면,한식,모던한식/한정식,코스/반상,"이천,모던한식,임금님표이천쌀",오직미클럽,ozicme-base,,,2026-02-05
미키스시,서울특별시 성동구 연무장9길 8-1 1층,"https://map.naver.com/p/entry/place/2098198316?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072044&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2098198316?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072044&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AF%B8%ED%82%A4%EC%8A%A4%EC%8B%9C%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EC%9E%A59%EA%B8%B8%208-1%201%EC%B8%B5,서울특별시,성동구,성수동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
민성초밥,서울특별시 관악구 중앙길 19 1층,"https://map.naver.com/p/entry/place/1498935188?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061446&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1498935188?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061446&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%AF%BC%EC%84%B1%EC%B4%88%EB%B0%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EC%A4%91%EC%95%99%EA%B8%B8%2019%201%EC%B8%B5,서울특별시,관악구,봉천동,일식,일식,초밥/스시,"일식,초밥/스시,초밥",오직미클럽,ozicme-base,,,2026-02-05
바다생협,서울특별시 성북구 보국문로11길 18-2,"https://map.naver.com/p/entry/place/1026669929?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101709&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1026669929?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101709&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%8B%A4%EC%83%9D%ED%98%91%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%B6%81%EA%B5%AC%20%EB%B3%B4%EA%B5%AD%EB%AC%B8%EB%A1%9C11%EA%B8%B8%2018-2,서울특별시,성북구,정릉동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바다식당,"서울특별시 용산구 이태원로 245 2,층","https://map.naver.com/p/entry/place/11724665?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072100&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/11724665?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072100&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%8B%A4%EC%8B%9D%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%EC%9D%B4%ED%83%9C%EC%9B%90%EB%A1%9C%20245%202%2C%EC%B8%B5,서울특별시,용산구,한남동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바다천국,대전광역시 서구 탄방동 1246,"https://map.naver.com/p/entry/place/38502828?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101630&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/38502828?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101630&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%8B%A4%EC%B2%9C%EA%B5%AD%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%ED%83%84%EB%B0%A9%EB%8F%99%201246,대전광역시,서구,탄방동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바다회세상,대구광역시 동구 효목동 1060 바다세상,"https://map.naver.com/p/entry/place/34268882?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101627&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/34268882?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101627&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%8B%A4%ED%9A%8C%EC%84%B8%EC%83%81%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8F%99%EA%B5%AC%20%ED%9A%A8%EB%AA%A9%EB%8F%99%201060%20%EB%B0%94%EB%8B%A4%EC%84%B8%EC%83%81,대구광역시,동구,효목동,주점,해산물/회,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바로그집벧엘점,대전광역시 대덕구 선비마을로5번길 24 1층,"https://map.naver.com/p/entry/place/16044861?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072218&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/16044861?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601072218&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%A1%9C%EA%B7%B8%EC%A7%91%EB%B2%A7%EC%97%98%EC%A0%90%20%EB%8C%80%EC%A0%84%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8C%80%EB%8D%95%EA%B5%AC%20%EC%84%A0%EB%B9%84%EB%A7%88%EC%9D%84%EB%A1%9C5%EB%B2%88%EA%B8%B8%2024%201%EC%B8%B5,대전광역시,대덕구,,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바른한돈,부산광역시 남구 석포로 81 1층,"https://map.naver.com/p/entry/place/1957996128?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1957996128?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061615&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EB%A5%B8%ED%95%9C%EB%8F%88%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%82%A8%EA%B5%AC%20%EC%84%9D%ED%8F%AC%EB%A1%9C%2081%201%EC%B8%B5,부산광역시,남구,대연동,주점,기타(주점/카페/뷔페/기타),주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바우막국수,인천광역시 부평구 부평문화로53번길 26 1층,"https://map.naver.com/p/entry/place/1085250163?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1085250163?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601101644&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%EC%9A%B0%EB%A7%89%EA%B5%AD%EC%88%98%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EB%B6%80%ED%8F%89%EB%AC%B8%ED%99%94%EB%A1%9C53%EB%B2%88%EA%B8%B8%2026%201%EC%B8%B5,인천광역시,부평구,,주점,면요리,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
바투로스시,경상북도 구미시 형곡동 143-16 화목빌라 1층,"https://map.naver.com/p/entry/place/2030251408?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061426&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/2030251408?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601061426&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%94%ED%88%AC%EB%A1%9C%EC%8A%A4%EC%8B%9C%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%ED%98%95%EA%B3%A1%EB%8F%99%20143-16%20%ED%99%94%EB%AA%A9%EB%B9%8C%EB%9D%BC%201%EC%B8%B5,경상북도,구미시,형곡동,주점,일식,주류/안주,"주점,펍/바,주류/안주,바,펍",오직미클럽,ozicme-base,,,2026-02-05
박정자할매매운갈비찜,부산광역시 금정구 서부곡로11번길 27 1층,"https://map.naver.com/p/entry/place/1606003750?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071450&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh","https://map.naver.com/p/entry/place/1606003750?placePath=/home?from=map&fromPanelNum=1&additionalHeight=76&timestamp=202601071450&locale=ko&svcName=map_pcv5&c=15.00,0,0,0,dh",https://map.naver.com/p/search/%EB%B0%95%EC%A0%95%EC%9E%90%ED%95%A0%EB%A7%A4%EB%A7%A4%EC%9A%B4%EA%B0%88%EB%B9%84%EC%B0%9C%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B8%88%EC%A0%95%EA%B5%AC%20%EC%84%9C%EB%B6%80%EA%B3%A1%EB%A1%9C11%EB%B2%88%EA%B8%B8%2027%201%EC%B8%B5,부산광역시,금정구,부곡동,한식,고기/구이,갈비,"한식,갈비",오직미클럽,ozicme-base,,,2026-02-05
