상호명,대표주소,네이버플레이스,이미지,지역_시도,지역_시군구,지역_읍면동,식당유형_대,식당유형_세부,주요리_대표,검색태그,네이버검색어,,
뜸솥바이한와담 강남점,서울 중구 서소문로9길 28 B동 L층 105호(주차2시간무료/이후1시간2천원),https://map.naver.com/p/entry/place/2032423183,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250530_93%2F1748564059664tjvkw_JPEG%2FIMG_7259.JPG,서울,강남구,역삼동,한식,고기/구이,와규 스테이크 솥밥/민물장어 솥밥/김치찌개 솥밥/불고기 전골/차돌박이 솥밥/전복 솥밥/볼락 & 관자 솥밥/명란 아보카도 솥밥/제육 김치 솥밥/가지솥밥,"장어,한식,탕,고기/구이",서울 서초구 반포동 솥밥,,
한담,서울 강남구 테헤란로 152 지하1층 8호,https://map.naver.com/p/entry/place/1175159595,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240806_150%2F1722914921815QrFYc_JPEG%2FKakaoTalk_20240806_122426630.jpg,서울,중구,순화동,생선회,해산물/회,1인 디너 코스/도미 솥밥/연어 솥밥/새우 솥밥/2인세트/4인세트,"생선회,해산물/회",서울 중구 소공동 솥밥,,
고우가 강남 역삼역점,서울 강남구 역삼로5길 19 1층,https://map.naver.com/p/entry/place/1193392480,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250401_220%2F1743479317520IBCkA_JPEG%2F%25BC%25EE%25C0%25D7%25C7%25D4.jpg,서울,강남구,역삼동,"육류,고기요리",한우,런치 스페셜 코스 (120g)/런치 A 코스/런치 B 코스/런치 C 코스/고우가 프리미엄시그니처 (140g)/고우가 시그니처 코스 (140g)/고우가 A 코스/고우가 B 코스/고우가 C 코스/1++ 비장탄 숙성 한우등심 130g,"한우,육류,고기요리",서울 서초구 서초동 솥밥,,
가가솥밥 강남점,대전 서구 남선로 31 1층,https://map.naver.com/p/entry/place/1257285078,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250206_175%2F17388001384159chu7_JPEG%2F%25BA%25D3%25C0%25BA%25B4%25EB%25B0%25D4%25BC%25DC%25B9%25E4_%25C1%25A4%25B9%25E6%25C7%25FC.jpg,서울,강남구,역삼동,한식,고기/구이,명란버터솥밥/스테이크솥밥/고등어땡초솥밥/붉은대게솥밥/참도미솥밥/특대양념장어솥밥/영양버섯솥밥/명란떡갈비솥밥/직화고추장돼지불백솥밥/깍둑삼겹솥밥,"장어,한식,삼겹살,갈비,고기/구이",서울 서초구 양재동 솥밥,,
우담화벤토,서울 강남구 언주로 508 상록회관 지하1층,https://map.naver.com/p/entry/place/2071931370,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250807_55%2F1754578065999Ve3zA_PNG%2FWoodamhwa_silver_300dpi_%25281%2529.png,대전,서구,탄방동,한식,정식/백반,,"백반/정식,한식,백반,정식/백반",대전 서구 괴정동 솥밥,,
천하일품추어탕,대전 서구 문예로 69 1층 104호,https://map.naver.com/p/entry/place/865717461,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170307_273%2F1488876409938qOJys_JPEG%2Fimage.jpeg,서울,강남구,역삼동,추어탕,국밥/탕,추어탕/우렁추어탕/올갱이추어탕/우렁된장찌개/치즈돈까스+우동/돈까스+우동/순두부찌개/반계(한방)추어탕/전복추어탕/전복된장찌개,"추어탕,탕,국밥/탕,순두부",서울 서초구 서초동 솥밥,,
북창동순두부 대전둔산시청점,서울 강남구 도산대로101길 9,https://map.naver.com/p/entry/place/1559436973,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240705_183%2F172018393006512inT_JPEG%2F1.jpg,대전,서구,둔산동,두부요리,고기/구이,북창동순두부/소곱창순두부/햄치즈순두부/고등어구이 정식/두부김치 순두부정식/고추장불고기 순두부정식/떡갈비 순두부정식/갈비맛목살구이 정식/해바랑청국장순두부/소고기순두부,"순두부,고기/구이,두부요리,한우,갈비",대전 서구 괴정동 솥밥,,
청담제주물항 청담본점,서울 강남구 선릉로152길 7 지상2층,https://map.naver.com/p/entry/place/1385877923,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241211_266%2F173388644525929lE1_JPEG%2FP20241206_192844587_FFD14711-87D1-40AD-B9CE-41CA7743AA79.JPG,서울,강남구,청담동,한식,국밥/탕,제주은갈치조림 정식/고등어구이정식/통갈치구이/통갈치조림/참다랑어회/제주은갈치구이 정식/모둠물회(대)/얼큰한 활우럭탕(매운탕)/싱싱한 전복이 들어간 활 전복죽/회덮밥,"회,한식,탕,국밥/탕",서울 성동구 성수동 솥밥,,
MUU한우다이닝 청담,서울 강남구 삼성로85길 38 -지하1층 입니다.,https://map.naver.com/p/entry/place/1470219530,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240202_25%2F1706806502080mK2og_JPEG%2FIMG_3493.jpeg,서울,강남구,청담동,소고기구이,한우,T_BON+premium 2종(1인)/M course (1인)/Classic course(1인)/Basic course(1인디너)/T_BON+premium2종(1인런치/U course (1인)런치/Basic course(1인런치),"한우,소고기구이",서울 성동구 옥수동 솥밥,,
고메고매 선릉본점,서울 강남구 테헤란로13길 22 1층,https://map.naver.com/p/entry/place/11587873,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240829_128%2F1724925478870W9CRJ_JPEG%2FKakaoTalk_20240829_163052791_13.jpg,서울,강남구,대치동,"육류,고기요리",고기/구이,개업 22주년 상차림비 할인행사/고메한우특모둠(1kg)/양념 소갈비살/삼겹 한항아리/갈비 한항아리/고메한우모둠(600g)/명품한우모둠(600g)/깍둑등심 한항아리/항아리돼지갈비/항아리삼겹살,"한우,육류,고기요리,삼겹살,갈비,고기/구이",서울 강남구 개포동 솥밥,,
정갈한상,서울 강남구 선릉로 555 선릉빌딩 1층,https://map.naver.com/p/entry/place/176982090,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231209_113%2F1702120428214Awj7q_JPEG%2Ftemp_file.jpg,서울,강남구,역삼동,한식,국밥/탕,보리굴비+솥밥/전복장비빔밥+솥밥/양념꽃게살비빔밥+솥밥/황태해장국+솥밥/양지육개장+솥밥/시래기갈치조림+솥밥 (점심한정)/제육볶음+솥밥 (점심한정)/굴비 차림 (2인상 기준)/차돌 차림 (2인상 기준)/제육 차림 (2인상 기준),"한식,국밥/탕",서울 서초구 반포동 솥밥,,
일등추어탕 선릉 본점,서울 강남구 선릉로153길 18 2층,https://map.naver.com/p/entry/place/37197898,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151015_2%2F1444898079601FasBn_JPEG%2F166963538443536_0.jpeg,서울,강남구,역삼동,추어탕,국밥/탕,"추어탕(보통맛,얼큰한맛)/흑염소전골 1인분/흑염소탕/전복추어탕/반계추어탕/우렁추어탕/추어보신전골(대)/통추어탕/콩국수(계절메뉴)/전복된장찌개","면,추어탕,탕,국밥/탕",서울 강남구 신사동 솥밥,,
온화다이닝 도산,서울 강남구 테헤란로 231 2층 E201호,https://map.naver.com/p/entry/place/1486415804,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250820_15%2F17556581661585bXHy_JPEG%2FKakaoTalk_20250820_114733360.jpg,서울,강남구,신사동,한식,정식/백반,"""2026 Lunch Course""/""2026 Dinner Course""","백반/정식,한식,백반,정식/백반",서울 성동구 옥수동 솥밥,,
유엔가든 역삼점,서울 강남구 도산대로50길 12 . 지상1층,https://map.naver.com/p/entry/place/1645430960,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250302_71%2F1740901247823kuiew_JPEG%2FKakaoTalk_20250225_084621399_02.jpg,서울,강남구,역삼동,한식,고기/구이,중원모둠/생차돌박이/특상 안심/특상 꽃등심/살치살/안창살/생갈비/양념갈비 [미국산]/한우육회/갈비찜,"회,한우,한식,갈비,고기/구이",서울 서초구 서초동 솥밥,,
은우 더 블랙 도산점,서울 강남구 압구정로79길 18,https://map.naver.com/p/entry/place/2024974991,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250826_238%2F1756199334237N2a9I_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF%25C5%25D7%25C0%25CC%25BA%25ED_%25286%2529.JPG,서울,강남구,논현동,소고기구이,면요리,은우 블랙 코스 1인 (120g)/은우 블랙 모듬 B (4인~5인)/육사시미/한우 육회/은우 블랙 모듬 A (2인)/은우 모리아와세/참깨소스 도토리국수/한우 트러플 짜파게티/광어 세비체/버터갈릭 랍스터,"회,면,한우,면요리,소고기구이",서울 성동구 성수동 솥밥,,
청담고수 청담2호점,서울 강남구 선릉로155길 23-3 1층 코타바이뎐,https://map.naver.com/p/entry/place/1277135466,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200409_93%2F1586360936956Iakvq_JPEG%2FItCMALMzWo4imRmbGy5rG5tC.JPG.jpg,서울,강남구,청담동,"육류,고기요리",고기/구이,"고수 숙성 돈마호크 (2인 기준)/고수 숙성 삼겹살/고수 숙성 목살(2인분 이상 주문가능)/한우 육회 새싹 비빔밥/트러플 한우차돌 버섯솥밥/한우 온반/우니 채끝 솥밥/고수 숙성 항정살/고수 숙성 꼬들살/고수 숙성 갈비쪽살(소금,양념)/한정판매","회,한우,육류,고기요리,삼겹살,갈비,고기/구이",서울 성동구 성수동 솥밥,,
코타바이뎐,서울 강남구 테헤란로 231 EAST 지하2층 솥밥예찬,https://map.naver.com/p/entry/place/1761824290,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250122_45%2F1737535943370PRGGU_PNG%2FKakaoTalk_20250114_141223362_03.png,서울,강남구,신사동,한식,고기/구이,코타 VIP 스테이크코스/코타 기본코스/코타 키즈메뉴,"한식,고기/구이",서울 성동구 옥수동 솥밥,,
솥밥예찬 센터필드점,"서울 강남구 도산대로56길 12-1 1층, 2층, 3층",https://map.naver.com/p/entry/place/1835602170,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240510_269%2F1715324576067Ox8t8_JPEG%2F%25C0%25FC%25B8%25E9%25BB%25E7%25C1%25F81.jpg,서울,강남구,역삼동,한식,고기/구이,꼬막솥밥/스테이크솥밥/꼬막새우솥밥/고등어솥밥/우삼겹숙주솥밥/고추장불고기솥밥/전복꼬막솥밥/연어솥밥/소고기미역국솥밥,"한우,한식,삼겹살,고기/구이",서울 서초구 서초동 솥밥,,
시절우연 청담,서울 강남구 도산대로 511 2층,https://map.naver.com/p/entry/place/1426260910,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250410_260%2F1744254731864S9cwY_JPEG%2F1000081227.jpg,서울,강남구,청담동,소고기구이,한우,시절우연 시그니처 운치살 1++9/안심(100g)/한우1++9 안심 카츠산도 4pc/꽃등심/채끝등심/등심(100g)/업진살(100g)/안창살(100g)/토시살/살치살(100g),"한우,소고기구이",서울 성동구 성수동 솥밥,,
도직한우,서울 강남구 도산대로75길 21 1층,https://map.naver.com/p/entry/place/1496252414,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240811_103%2F17233693205758WBPU_JPEG%2F%25B5%25B5%25C1%25F7%25C5%25EB%25BE%25C8%25C3%25A2.jpg,서울,강남구,청담동,소고기구이,고기/구이,도직통안창/간받이살/우설/얼큰꼬족탕/꼬족탕/도가니탕/특선지국/고기국밥/솥밥/된장찌개,"한우,국밥,탕,고기/구이,소고기구이",서울 성동구 성수동 솥밥,,
비폴릭 청담,"서울 광진구 자양번영로 60 -1,",https://map.naver.com/p/entry/place/1377943058,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250803_131%2F17542146168432m9cz_JPEG%2F1754214589255.jpg,서울,강남구,청담동,"육류,고기요리",한우,Lunch Set 1++ 한우스키야키/Lunch Set 1++ 한우구이/1++ BMS No.9 비폴릭스페셜/1++ BMS No.9 비폴릭시그니처/No Corkage Charge,"한우,육류,고기요리",서울 성동구 옥수동 솥밥,,
우성식당,서울 강남구 논현로 503 지하1층 전체,https://map.naver.com/p/entry/place/18826801,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151028_195%2F1446024567228GzDY1_JPEG%2F166973534161005_0.jpeg,서울,광진구,자양동,기사식당,고기/구이,삼겹살세트/차돌박이세트/삼겹살 200g/차돌박이 200g/시골청국장/양념삼치구이/돼지불백/오불백/김치찌개/된장찌개,"기사식당,삼겹살,탕,고기/구이",서울 송파구 신천동 솥밥,,
[육가온 역삼] 국내 최상 숙성 육류 & 프리미엄 솥밥,서울 강남구 압구정로54길 26 지상1층,https://map.naver.com/p/entry/place/1246838895,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250313_170%2F1741851345873by3oC_JPEG%2F0001.jpg,서울,강남구,역삼동,"육류,고기요리",고기/구이,"스페셜 모둠세트 A (930g)/스폐셜모둠세트 B (780g)/한우세트 1++(9등급) 500g/피그세트A 3~4인 (980g)/피그세트B 2~3인 (680g)/돼지SGP 숄더렉(2인분, 380g)/듀록 생 오겹살 (150g)/김부각 한우 육회 (150g)/양고기 숄더렉 (250g)/능이 특장어 솥밥","장어,회,한우,육류,고기요리,고기/구이",서울 서초구 서초동 솥밥,,
우감만족,서울 강남구 테헤란로52길 15 1층,https://map.naver.com/p/entry/place/1839503463,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250820_159%2F1755656337646JNkIS_JPEG%2F_DSC1404.jpg,서울,강남구,신사동,소고기구이,고기/구이,오마카세 A코스/오마카세 B코스/우감만족 맡김차림/티본세트/우대갈비세트/토마호크세트,"갈비,고기/구이,소고기구이",서울 성동구 옥수동 솥밥,,
어로장 선릉,서울 서대문구 통일로 107-29,https://map.naver.com/p/entry/place/1709911487,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240516_138%2F1715839425546jryVW_JPEG%2FKakaoTalk_20240516_125825831.jpg,서울,강남구,역삼동,한식,고기/구이,프리미엄 특장어 솥밥/프리미엄 능이 장어 솥밥/주꾸미 새우 솥밥/민물 장어구이 (소금 / 양념)/스테이크 솥밥/도미/관자/명란 솥밥/직화 돼지고기 솥밥/버섯/야채 솥밥/차돌 버섯 들깨탕/해물뚝배기,"장어,한식,탕,고기/구이",서울 강남구 개포동 솥밥,,
바른고기 서대문점,서울 강남구 논현로85길 13 2층,https://map.naver.com/p/entry/place/1636189590,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241121_147%2F1732186223668CG0Wq_JPEG%2F1000064360.jpg,서울,서대문구,미근동,"육류,고기요리",고기/구이,삼겹살/돼지양념구이/생소갈비살/양념소갈비살/차돌박이/소등심,"육류,고기요리,삼겹살,갈비,고기/구이",서울 종로구 무악동 솥밥,,
함평집 강남점,강원 춘천시 동면 만천로 81,https://map.naver.com/p/entry/place/1281920567,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250203_123%2F1738544292788fiWVh_JPEG%2F0.jpg,서울,강남구,역삼동,한식,고기/구이,육회비빔밥/전복장비빔밥/육회물회/들기름육회비빔밥/돌솥전복죽/소고기비빔밥/7종야채비빔밥/돌솥육회비빔밥/돌솥소고기(익힌)비빔밥/한우사골곰탕,"회,한우,한식,탕,곰탕/설렁탕,고기/구이",서울 서초구 서초동 솥밥,,
화덕생선구이 청아랑,강원 춘천시 동내면 거두길 125-21 1층,https://map.naver.com/p/entry/place/1845271748,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180425_252%2F1524641737482nd8uE_JPEG%2FaJeXcecAX7qel9iaU0hNfsyP.JPG.jpg,강원,춘천시,동면,생선구이,해산물/회,2인세트/고등어구이/갈치구이/임연수구이/3인세트/4인세트/묵은지 고등어/고등어(무+시래기)/제주갈치(무+시래기),"생선구이,해산물/회",강원 춘천시 석사동 솥밥,,
밥들밥,서울 강남구 도산대로 535 용강빌딩,https://map.naver.com/p/entry/place/1241831179,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250204_225%2F1738659900646kAwGe_JPEG%2FKakaoTalk_20250204_175937063.jpg,강원,춘천시,동내면,한식,고기/구이,곤드레솥밥정식/뒷고기(꼬들살+미박항정)600g/잔치국수/냉대패삼겹살(200g)/돼지주물럭(500g)/표고버섯솥밥,"면,한식,삼겹살,고기/구이",강원 춘천시 석사동 솥밥,,
강강술래 청담점,"서울 강남구 논현로94길 23 1층 101, 102호",https://map.naver.com/p/entry/place/20766863,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_70%2F1491882757442YsMJd_JPEG%2F2.jpg,서울,강남구,청담동,"육류,고기요리",고기/구이,[행사]청담 본(本)숙성 통양념구이/[행사]청담 본(本) 숙성 통마늘구이/[행사]청담 본(本) 숙성 통생갈비/왕양념갈비/한우 프리미엄/한우육회/진양념갈비/한우 모둠/한우꽃살/한우 등심,"회,한우,육류,고기요리,갈비,고기/구이",서울 성동구 성수동 솥밥,,
솔솥 역삼점,서울 금천구 시흥대로50길 12-6 천지빌딩,https://map.naver.com/p/entry/place/1415273606,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251027_127%2F1761543943384TNhqv_JPEG%2F7.jpg,서울,강남구,역삼동,한식,고기/구이,도미관자솥밥/스테이크솥밥,"한식,고기/구이",서울 서초구 서초동 솥밥,,
